Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
6683.HK,STARPLUS LEGEND,巨星传奇,2026-08-18,2026-08-17,2719.46,648373611,22996401,5.8,34.88,111788550,5348000,5558595372
3339.HK,LONKING,中国龙工,2026-08-18,2026-08-17,1048.01,112351906,9786625,3.29,11.53,34149516,3317500,14081528836
0116.HK,CHOW SANG SANG,周生生,2026-08-18,2026-08-17,817.55,112852875,12299330,14.38,19.14,7847905,1019000,9659218636
2145.HK,CHICMAX,上美股份,2026-08-18,2026-08-17,780.54,343161067,38971649,22.32,-22.77,15374600,1348500,8886226703
2490.HK,LC LOGISTICS,乐舱物流,2026-08-18,2026-08-17,601.24,28030022,3997224,4.515,-2.27,6208200,865200,2775333900
1313.HK,CR BLDG MAT TEC,华润建材科技,2026-08-18,2026-08-17,588.01,20827421,3027200,1.065,-0.93,19556263,2816000,7436829174
1209.HK,CHINA RES MIXC,华润万象生活,2026-08-18,2026-08-17,520.44,335287244,54040440,40.02,0.05,8377992,1351011,91345651044
1236.HK,LDROBOT,乐动机器人,2026-08-18,2026-08-17,486.14,37020599,6315984,39.3,3.04,942000,165600,13100002365
0354.HK,CHINASOFT INT'L,中国软件国际,2026-08-18,2026-08-17,434.57,308179900,57650242,3.5,-0.14,88051400,16448000,8786886122
1609.HK,STAR SPORTS MED,天星医疗,2026-08-18,2026-08-17,418.56,31703500,6113800,163.0,5.84,194500,39700,8937509072
0631.HK,SANY INT'L,三一国际,2026-08-18,2026-08-17,372.97,124407273,26303414,8.265,9.25,15052301,3476988,27189456254
1415.HK,COWELL,高伟电子,2026-08-18,2026-08-17,335.8,213527993,48996638,24.8,8.01,8610000,2134000,21324373583
2715.HK,ESTUN,埃斯顿,2026-08-18,2026-08-17,313.68,510246739,123344309,20.7,8.43,24649600,6461200,20033428715
0839.HK,CHINA EDU GROUP,中教控股,2026-08-18,2026-08-17,305.34,16154424,3985445,1.885,3.57,8569986,2189805,5278589723
1057.HK,ZHEJIANG SHIBAO,浙江世宝,2026-08-18,2026-08-17,303.46,57505699,14252960,3.955,1.67,14540000,3664000,3253511015
0697.HK,SHOUCHENG,首程控股,2026-08-18,2026-08-17,285.91,114752615,29735704,1.815,4.01,63224579,17040518,14490236564
1519.HK,J&T EXPRESS-W,极兔速递－Ｗ,2026-08-18,2026-08-17,273.29,886635377,237516747,10.3,4.83,86081103,24174733,99373043919
3268.HK,MEIG,美格智能,2026-08-18,2026-08-17,260.56,19465110,5398591,18.9,4.36,1029900,298100,5709145564
2431.HK,MINIEYE,佑驾创新,2026-08-18,2026-08-17,245.79,32032237,9263522,3.95,-7.17,8109427,2177091,1717794222
1610.HK,COFCO JOYCOME,中粮家佳康,2026-08-18,2026-08-17,245.18,29715040,8608600,1.145,4.09,25952000,7826000,5246387992
1907.HK,CHINA RISUN GP,中国旭阳集团,2026-08-18,2026-08-17,242.57,54036651,15773940,1.85,1.65,29209000,8667000,7848184801
0568.HK,SHANDONG MOLONG,山东墨龙,2026-08-18,2026-08-17,230.46,366401822,110876659,4.89,1.03,74928800,22908400,4541976302
0670.HK,CHINA EAST AIR,中国东方航空股份,2026-08-18,2026-08-17,230.39,82643018,25013799,2.85,-4.2,28997551,8408000,62950047403
1083.HK,TG SMART ENERGY,港华智慧能源,2026-08-18,2026-08-17,223.17,26519430,8206021,3.3,4.76,8036191,2605086,12478140884
2883.HK,CHINA OILFIELD,中海油田服务,2026-08-18,2026-08-17,222.76,80083527,24812334,7.34,5.08,10910562,3552231,35023486008
2788.HK,CHUANGXIN IND,创新实业,2026-08-18,2026-08-17,222.25,186565944,57895533,15.71,-7.81,11875617,3397625,32598250079
2050.HK,SANHUA,三花智控,2026-08-18,2026-08-17,220.43,600708402,187471800,28.38,5.11,21166611,6943400,119423431943
2410.HK,TYK MEDICINES-B,同源康医药－Ｂ,2026-08-18,2026-08-17,216.25,41861599,13236750,7.1,5.19,5896000,1961000,2698467271
0804.HK,PINESTONE,鼎石资本,2026-08-18,2026-08-17,215.08,21594301,6853621,13.56,0.22,1592500,506550,825939801
1099.HK,SINOPHARM,国药控股,2026-08-18,2026-08-17,212.04,94891496,30410435,16.91,0.65,5611561,1810145,52770295713
3881.HK,CIDI,希迪智驾,2026-08-18,2026-08-17,211.33,18170100,5836333,19.5,-2.26,931800,292548,8538915450
0144.HK,CHINA MER PORT,招商局港口,2026-08-18,2026-08-17,211.19,51718804,16619799,15.5,1.71,3336697,1090538,65069142383
2382.HK,SUNNY OPTICAL,舜宇光学科技,2026-08-18,2026-08-17,209.27,1210820046,391511552,60.4,1.0,20046689,6547016,64880159559
9993.HK,RADIANCE HLDGS,金辉控股,2026-08-18,2026-08-17,204.8,216824241,71136800,1.095,-2.23,198013000,63515000,4429523680
1635.HK,DZUG,大众公用,2026-08-18,2026-08-17,202.63,25080001,8287230,2.4,2.35,10450000,3534000,7085843501
2450.HK,HUAIBEI GD CO,淮北绿金股份,2026-08-18,2026-08-17,189.72,27919680,9636900,9.16,0.66,3048000,1059000,2418239959
0400.HK,INGDAN,硬蛋创新,2026-08-18,2026-08-17,189.68,24354200,8407410,3.77,-6.1,6460000,2094000,6111140114
0881.HK,ZHONGSHENG HLDG,中升控股,2026-08-18,2026-08-17,173.43,23902990,8742030,4.395,-2.12,5438678,1947000,10402937982
0290.HK,GOFINTECH QUANT,国富量子,2026-08-18,2026-08-17,169.1,77122950,28660058,1.635,-15.5,47170000,14811400,16846798925
2285.HK,CHERVON,泉峰控股,2026-08-18,2026-08-17,162.56,38828692,14788315,20.84,-1.23,1863181,700868,10602429498
6682.HK,PHANCY,范式智能,2026-08-18,2026-08-17,159.86,166124000,63929450,27.92,-5.36,5950000,2167100,14474385080
2218.HK,ANDRE JUICE,安德利果汁,2026-08-18,2026-08-17,159.3,23566400,9088536,20.6,-1.81,1144000,433200,6791253625
2314.HK,LEE & MAN PAPER,理文造纸,2026-08-18,2026-08-17,159.02,27230612,10512810,4.09,0.49,6657851,2583000,17566550655
9988.HK,BABA-W,阿里巴巴－Ｗ,2026-08-18,2026-08-17,157.26,15266666212,5934434134,126.7,3.68,120494606,48563292,2429471037393
1179.HK,HWORLD-S,华住集团－Ｓ,2026-08-18,2026-08-17,155.43,232639689,91076808,36.3,11.08,6408807,2786928,111631143950
3958.HK,DFZQ,东方证券,2026-08-18,2026-08-17,149.0,31483075,12643680,5.525,-1.34,5698294,2257800,46943966048
0017.HK,NEW WORLD DEV,新世界发展,2026-08-18,2026-08-17,148.11,30878745,12445380,6.7,-3.04,4608768,1801068,16861219519
1579.HK,YIHAI INTL,颐海国际,2026-08-18,2026-08-17,147.94,59668895,24066256,15.15,0.73,3938541,1600150,14697499429
1672.HK,ASCLETIS-B,歌礼制药－Ｂ,2026-08-18,2026-08-17,147.69,18610000,7513550,10.0,-4.31,1861000,719000,10519848450
0857.HK,PETROCHINA,中国石油股份,2026-08-18,2026-08-17,137.35,1013162438,426865854,9.805,2.51,103331199,44627901,1794520743359
0921.HK,HISENSE HA,海信家电,2026-08-18,2026-08-17,135.71,36367438,15428565,22.18,-1.51,1639650,685105,30716221195
2587.HK,HEALTHYWAY INC,健康之路,2026-08-18,2026-08-17,133.62,21997079,9415945,1.935,-4.91,11368000,4627000,1691890032
2269.HK,WUXI BIO,药明生物,2026-08-18,2026-08-17,133.02,2807076725,1204641393,48.58,5.24,57782557,26097084,199481565332
2665.HK,SEYOND,图达通,2026-08-18,2026-08-17,132.48,21420428,9213840,2.595,-9.42,8254500,3216000,3394387605
2268.HK,WUXI XDC,药明合联,2026-08-18,2026-08-17,129.02,697783533,304680436,69.85,7.54,9989743,4691000,88455530871
