Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
0377.HK,CHINA HUAJUN GP,中国华君,2026-09-10,2026-09-09,197829.89,39237619,19824,4.98,18.57,7879040,4720,933709421
1108.HK,TRIUMPH NEW EN,凯盛新能,2026-09-10,2026-09-09,5323.85,44451199,819550,2.32,4.74,19160000,370000,1497965871
3625.HK,FOURSEMI,傅里叶,2026-09-10,2026-09-09,1013.48,85038523,7637200,64.35,5.49,1321500,125200,7207199829
2650.HK,ZHIDA TECH,挚达科技,2026-09-10,2026-09-09,950.18,1923173090,183127675,14.92,107.22,128899000,25434400,4745599724
0376.HK,YUNFENG FIN,云锋金融,2026-09-10,2026-09-09,661.75,130898701,17183921,2.335,15.88,56059400,8528000,9442436618
2685.HK,QUANTGROUP,量化派,2026-09-10,2026-09-09,567.18,379487554,56879400,4.18,11.17,90786500,15127500,2172325850
3306.HK,JNBY,江南布衣,2026-09-10,2026-09-09,561.07,167513535,25339665,21.0,7.2,7976835,1293500,11101545000
2632.HK,NEW VISION CO,泽景股份,2026-09-10,2026-09-09,451.74,34627741,6276060,60.9,-0.49,568600,102550,7514771887
0117.HK,TIANLI HOLDINGS,天利控股集团,2026-09-10,2026-09-09,447.76,50579750,9234000,3.25,20.37,15563000,3420000,2420437500
1800.HK,CHINA COMM CONS,中国交通建设,2026-09-10,2026-09-09,311.37,96000222,23336897,3.49,-1.13,27507227,6611019,56586114268
1688.HK,LINGYI ITECH,领益智造,2026-09-10,2026-09-09,306.02,295684563,72825151,6.55,2.83,45142680,11432520,53188008671
1501.HK,INT MEDICAL,瑛泰医疗,2026-09-10,2026-09-09,290.69,20139120,5154816,33.2,-1.07,606600,153600,6953768114
2630.HK,VIGONVITA-B,旺山旺水－Ｂ,2026-09-10,2026-09-09,286.09,17328079,4488120,81.2,-0.85,213400,54800,13608940848
2661.HK,QINGSONG HEALTH,轻松健康,2026-09-10,2026-09-09,283.16,98396758,25680072,4.83,8.78,20372000,5783800,975629352
1302.HK,LIFETECH SCI,先健科技,2026-09-10,2026-09-09,268.89,44082901,11950200,1.35,0.0,32654000,8852000,5941036094
2517.HK,GUOQUAN,锅圈,2026-09-10,2026-09-09,268.15,22486482,6107992,1.635,-4.11,13753200,3582400,4150094969
3738.HK,VOBILE GROUP,阜博集团,2026-09-10,2026-09-09,247.02,219135776,63147838,3.06,-8.93,71613000,18794000,7934169309
0670.HK,CHINA EAST AIR,中国东方航空股份,2026-09-10,2026-09-09,239.72,33844959,9962640,2.705,-1.28,12512000,3636000,59747326007
2232.HK,CRYSTAL INTL,晶苑国际,2026-09-10,2026-09-09,238.47,18199324,5376897,6.735,-1.54,2702201,786096,19213756550
1963.HK,BCQ,重庆银行,2026-09-10,2026-09-09,225.69,25076041,7699355,8.635,2.68,2904000,915500,31308583428
1333.HK,BRETON,博雷顿,2026-09-10,2026-09-09,221.79,17481996,5432748,12.03,0.0,1453200,451600,5983913396
2883.HK,CHINA OILFIELD,中海油田服务,2026-09-10,2026-09-09,221.05,308755861,96170120,7.845,2.08,39357026,12514004,37433138238
2432.HK,DOBOT,越疆,2026-09-10,2026-09-09,220.65,63408220,19774598,21.66,-5.17,2927434,865788,9529433896
6106.HK,SEER TECH,仙工智能,2026-09-10,2026-09-09,216.7,209850615,66260912,81.05,14.56,2589150,936550,
0425.HK,MINTH GROUP,敏实集团,2026-09-10,2026-09-09,216.45,176337074,55723055,23.8,-5.18,7409121,2220042,27879628482
3877.HK,CSSC SHIPPING,中国船舶租赁,2026-09-10,2026-09-09,211.77,102961538,33024882,2.435,2.31,42284000,13876000,15108310219
0460.HK,SIHUAN PHARM,四环医药,2026-09-10,2026-09-09,210.16,39381321,12697277,0.74,-4.52,53218000,16383584,6668732238
1236.HK,LDROBOT,乐动机器人,2026-09-10,2026-09-09,209.44,44806989,14479920,29.78,-2.68,1504600,473200,9926668880
2655.HK,GUOXIA TECH,果下科技,2026-09-10,2026-09-09,190.92,23142520,7954895,15.76,0.7,1468434,508300,8159134540
2419.HK,DEKON AGR,德康农牧,2026-09-10,2026-09-09,176.98,175004867,63182341,58.95,-2.48,2968700,1045200,22716791671
1478.HK,Q TECH,丘钛科技,2026-09-10,2026-09-09,169.82,51771806,19187750,5.575,-3.04,9286423,3337000,6661515563
0552.HK,CHINACOMSERVICE,中国通信服务,2026-09-10,2026-09-09,161.24,37754501,14452019,4.025,-0.74,9380000,3564000,27877224720
2658.HK,TIANYU SEMI,天域半导体,2026-09-10,2026-09-09,158.47,15287677,5914700,37.78,-0.58,404650,155650,14857683865
3774.HK,FAMEGLOW,亮晴控股,2026-09-10,2026-09-09,157.34,27727099,10774350,17.9,3.17,1549000,621000,14658667687
2643.HK,CAOCAO INC,曹操出行,2026-09-10,2026-09-09,145.34,22918836,9341760,12.59,-4.26,1820400,710400,7312080582
2706.HK,HAIZHI TECH GP,海致科技集团,2026-09-10,2026-09-09,144.89,135707200,55416702,44.5,-12.75,3049600,1086602,17987866673
2192.HK,MEDLIVE,医脉通,2026-09-10,2026-09-09,141.57,20644801,8546100,6.8,-2.93,3036000,1220000,5031719641
0999.HK,XIAOCAIYUAN,小菜园,2026-09-10,2026-09-09,140.84,24748461,10275973,8.395,5.0,2948000,1285300,9780400519
0667.HK,CHINA EAST EDU,中国东方教育,2026-09-10,2026-09-09,139.8,21600957,9008092,3.895,-2.26,5545817,2260500,8640217874
2723.HK,DEEPZERO,深演智能,2026-09-10,2026-09-09,131.88,247085500,106559536,620.0,-10.66,398525,153544,56221088500
1081.HK,DAJIN,大金重工,2026-09-10,2026-09-09,128.81,33538630,14658054,28.58,6.09,1173500,544100,21151653507
2858.HK,YIXIN,易鑫集团,2026-09-10,2026-09-09,125.54,33255335,14744760,1.13,-2.59,29429500,12711000,7673252576
2607.HK,SH PHARMA,上海医药,2026-09-10,2026-09-09,119.64,39367304,17923372,11.15,-3.13,3530700,1557200,41348232755
6110.HK,TOPSPORTS,滔搏,2026-09-10,2026-09-09,113.7,35235539,16488510,1.035,-5.48,34044000,15058000,6418264587
3328.HK,BANKCOMM,交通银行,2026-09-10,2026-09-09,112.16,553907699,261080545,8.06,2.15,68723036,33090057,712212137916
1836.HK,STELLA HOLDINGS,九兴控股,2026-09-10,2026-09-09,111.41,27097200,12817530,11.7,-0.59,2316000,1089000,9874934389
