Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
6831.HK,GREEN TEA GROUP,绿茶集团,2026-08-28,2026-08-27,1806.09,365399261,19170129,5.642,-6.81,64758399,3166000,3456887700
0805.HK,NEW GONOW RV,新吉奥房车,2026-08-28,2026-08-27,1066.64,66835901,5728940,9.65,1.74,6926000,604000,9600000000
2273.HK,GUSHENGTANG,固生堂,2026-08-28,2026-08-27,823.65,100899705,10924032,28.41,5.69,3551556,406400,6166306034
1157.HK,ZOOMLION,中联重科,2026-08-28,2026-08-27,789.3,223484470,25130501,6.468,-7.01,34555000,3613300,54529014662
2410.HK,TYK MEDICINES-B,同源康医药－Ｂ,2026-08-28,2026-08-27,771.98,191097726,21915502,7.26,6.69,26322000,3220500,2383012678
2121.HK,AINNOVATION,创新奇智,2026-08-28,2026-08-27,668.7,27487085,3575800,3.76,-1.05,7310395,941000,1932105273
2506.HK,XUNFEIHEALTH,讯飞医疗科技,2026-08-28,2026-08-27,600.79,30695640,4380160,75.375,7.99,407239,62753,8981252711
0023.HK,BANK OF E ASIA,东亚银行,2026-08-28,2026-08-27,553.84,145330538,22227170,17.975,2.71,8085148,1270124,48223349012
0777.HK,NETDRAGON,网龙,2026-08-28,2026-08-27,519.78,25739593,4152992,7.845,1.95,3281019,539700,4248259510
2356.HK,DAHSING BANKING,大新银行集团,2026-08-28,2026-08-27,428.18,77453391,14664132,14.375,-2.01,5388062,999600,21030051894
0285.HK,BYD ELECTRONIC,比亚迪电子,2026-08-28,2026-08-27,412.27,532469488,103942275,24.09,3.39,22103341,4461042,55613646460
0272.HK,SHUI ON LAND,瑞安房地产,2026-08-28,2026-08-27,408.81,23304518,4580230,0.455,12.35,51218720,11309211,3724443109
2439.HK,CH TREASURES NM,中宝新材,2026-08-28,2026-08-27,393.25,18610451,3773000,0.288,4.55,64732000,13720000,280000000
3866.HK,BQD,青岛银行,2026-08-28,2026-08-27,390.54,54477919,11105717,5.08,1.3,10724000,2214500,29480096677
1837.HK,NATURAL FOOD IH,五谷磨房,2026-08-28,2026-08-27,387.49,16428840,3370080,1.58,-5.95,10398000,2006000,3414159840
0440.HK,DAH SING,大新金融,2026-08-28,2026-08-27,381.75,23707347,4921109,46.93,-1.9,505164,102866,15269298278
1489.HK,GC CONSTRUCTION,GC CONSTRUCTION,2026-08-28,2026-08-27,378.95,31671201,6612600,1.76,13.92,17995000,4280000,1875000000
0517.HK,COSCO SHIP INTL,中远海运国际,2026-08-28,2026-08-27,335.88,73724230,16913910,6.237,3.18,11819516,2798000,9580123288
1318.HK,MAO GEPING,毛戈平,2026-08-28,2026-08-27,326.17,368652843,86504104,51.395,-3.75,7172932,1619927,24460326310
2400.HK,XD INC,心动公司,2026-08-28,2026-08-27,321.47,286139984,67890944,42.56,0.81,6723214,1608028,20329981127
1571.HK,XIN POINT HOLD,信邦控股,2026-08-28,2026-08-27,312.8,16194200,3922975,3.74,-3.23,4330000,1015000,3823933170
0165.HK,CHINA EB LTD,中国光大控股,2026-08-28,2026-08-27,303.8,219855337,54446041,6.37,7.24,34514181,9166000,10549688237
2378.HK,PRU,保诚,2026-08-28,2026-08-27,301.88,34027862,8467229,107.85,-1.06,315511,77681,267275046376
9696.HK,TIANQI LITHIUM,天齐锂业,2026-08-28,2026-08-27,290.7,387921524,99289342,38.11,3.11,10178996,2686400,65444939862
3887.HK,HASHKEY HLDGS,HASHKEY HLDGS,2026-08-28,2026-08-27,261.66,15765298,4359168,2.66,3.1,5926804,1689600,7288590239
1918.HK,SUNAC,融创中国,2026-08-28,2026-08-27,257.49,594946961,166425694,0.657,7.79,904862299,272829000,13425192868
6818.HK,CEB BANK,中国光大银行,2026-08-28,2026-08-27,246.14,74890781,21635696,2.995,-0.99,25005269,7152296,175484086651
2238.HK,GAC GROUP,广汽集团,2026-08-28,2026-08-27,239.5,95902490,28248258,2.197,5.4,43641634,13548325,22943398275
1361.HK,361 DEGREES,３６１度,2026-08-28,2026-08-27,232.56,41165039,12378410,4.58,-3.17,8988000,2617000,9895468330
6745.HK,BEFAR GROUP,滨化股份,2026-08-28,2026-08-27,231.67,68861929,20762400,3.252,2.76,21172000,6560000,7937530699
2373.HK,BEAUTYFARM MED,美丽田园医疗健康,2026-08-28,2026-08-27,223.02,17850390,5526089,19.01,5.26,939000,305985,4835288035
3316.HK,BINJIANG SER,滨江服务,2026-08-28,2026-08-27,217.96,20605360,6480460,22.24,-1.51,926500,287000,6080954000
1304.HK,FORTIOR,FORTIOR,2026-08-28,2026-08-27,213.67,75867778,24187130,121.7,-4.25,623400,190300,13514392992
2007.HK,COUNTRY GARDEN,碧桂园,2026-08-28,2026-08-27,198.67,134898192,45166470,0.195,1.56,691785600,235242027,9193018296
2039.HK,CIMC,中集集团,2026-08-28,2026-08-27,194.29,29627650,10067668,8.165,1.24,3628616,1248316,44757919195
0147.HK,IB SETTLEMENT,国际商业结算,2026-08-28,2026-08-27,191.95,118963804,40747611,0.196,37.68,608510500,286955000,4504773452
1908.HK,C&D INTL GROUP,建发国际集团,2026-08-28,2026-08-27,178.98,155016986,55565905,15.835,-0.78,9789516,3481573,34187202707
2202.HK,CHINA VANKE,万科企业,2026-08-28,2026-08-27,172.55,67233532,24668267,2.468,1.54,27247631,10151550,29707466582
2142.HK,HBM HOLDINGS-B,和铂医药－Ｂ,2026-08-28,2026-08-27,170.84,180756116,66739760,15.61,-4.23,11579508,4094464,12595711178
1686.HK,SUNEVISION,新意网集团,2026-08-28,2026-08-27,168.56,35930930,13379340,5.168,2.43,6953252,2652000,12264404484
6682.HK,PHANCY,范式智能,2026-08-28,2026-08-27,164.61,186762169,70580967,27.31,4.32,6838600,2695988,14391437276
2013.HK,WEIMOB INC,微盟集团,2026-08-28,2026-08-27,156.63,37968121,14794705,1.032,2.74,36773000,14721100,4235564663
2145.HK,CHICMAX,上美股份,2026-08-28,2026-08-27,153.86,36796734,14494930,22.79,-2.19,1614600,622100,8965852513
6955.HK,BOAN BIOTECH,博安生物,2026-08-28,2026-08-27,153.32,30334174,11974472,3.77,0.27,8046200,3184700,2321304678
0386.HK,SINOPEC CORP,中国石油化工股份,2026-08-28,2026-08-27,151.44,874325192,347724638,4.72,0.85,185238387,74300139,575303300294
0016.HK,SHK PPT,新鸿基地产,2026-08-28,2026-08-27,151.43,573014134,227900848,122.2,-1.05,4689150,1845351,353239415400
1164.HK,CGN MINING,中广核矿业,2026-08-28,2026-08-27,151.36,302786904,120460147,2.85,-6.86,106241018,39366062,21813959191
6078.HK,HYGEIA HEALTH,海吉亚医疗,2026-08-28,2026-08-27,149.28,161637125,64842568,10.42,10.5,15512200,6876200,6407800276
2556.HK,MARKETINGFORCE,迈富时,2026-08-28,2026-08-27,146.18,910037306,369669452,56.625,5.94,16071299,6916173,14979873960
0700.HK,TENCENT,腾讯控股,2026-08-28,2026-08-27,144.21,12561838045,5143923240,452.8,1.12,27742575,11487100,4098171942301
0817.HK,CHINA JINMAO,中国金茂,2026-08-28,2026-08-27,141.23,219147426,90847342,1.592,-1.39,137612201,56252224,21214572166
1828.HK,FWD,富卫集团,2026-08-28,2026-08-27,138.24,53992143,22662730,32.31,2.9,1671066,721743,42457634326
1919.HK,COSCO SHIP HOLD,中远海控,2026-08-28,2026-08-27,136.95,639506682,269892361,17.215,-2.13,37148224,15343511,262606058279
0268.HK,KINGDEE INT'L,金蝶国际,2026-08-28,2026-08-27,132.08,847891228,365336965,9.165,8.78,92514046,43363437,31276209710
2588.HK,BOC AVIATION,中银航空租赁,2026-08-28,2026-08-27,128.9,169271087,73949515,73.1,0.41,2315610,1015790,51738470399
0363.HK,SHANGHAI IND H,上海实业控股,2026-08-28,2026-08-27,125.98,15807246,6994842,13.985,2.01,1130300,510200,15329683560
3339.HK,LONKING,中国龙工,2026-08-28,2026-08-27,125.74,117738089,52155605,3.405,4.45,34578000,15998652,15194355000
2643.HK,CAOCAO INC,曹操出行,2026-08-28,2026-08-27,125.24,21585079,9583000,14.215,1.54,1518472,684500,8306218389
2600.HK,CHALCO,中国铝业,2026-08-28,2026-08-27,123.66,412915930,184620051,8.71,2.96,47407110,21822701,150363323681
1800.HK,CHINA COMM CONS,中国交通建设,2026-08-28,2026-08-27,122.94,36702146,16463023,3.618,-1.03,10145721,4504247,59018182055
9636.HK,JF SMARTINVEST,九方智投控股,2026-08-28,2026-08-27,122.01,67578239,30439896,29.28,3.68,2308000,1077900,13216416124
