Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
9690.HK,TUHU-W,途虎－Ｗ,2026-08-24,2026-08-21,1870.77,70297904,3567025,11.45,-4.5,6139555,297500,9427404230
1333.HK,BRETON,博雷顿,2026-08-24,2026-08-21,1275.25,38794771,2820920,11.97,9.82,3241000,258800,5954068707
0187.HK,JINGCHENG MAC,京城机电股份,2026-08-24,2026-08-21,1095.69,15300800,1279660,2.92,-0.51,5240000,436000,1598659126
2218.HK,ANDRE JUICE,安德利果汁,2026-08-24,2026-08-21,803.98,90970321,10063325,20.76,8.41,4382000,525500,6844001175
0917.HK,QUNABOX GROUP,趣致集团,2026-08-24,2026-08-21,767.49,422479822,48701131,9.41,19.11,44896900,6164700,2492696218
0874.HK,BAIYUNSHAN PH,白云山,2026-08-24,2026-08-21,713.3,76970460,9463960,14.18,-5.91,5428100,628000,23053716152
1513.HK,LIVZON PHARMA,丽珠医药,2026-08-24,2026-08-21,586.27,160672050,23412340,21.0,-15.73,7651050,939500,18646050591
1057.HK,ZHEJIANG SHIBAO,浙江世宝,2026-08-24,2026-08-21,570.77,88778262,13235200,3.805,1.2,23332000,3520000,3130116276
1114.HK,BRILLIANCE CHI,BRILLIANCE CHI,2026-08-24,2026-08-21,524.52,322321827,51610989,2.54,5.61,126898359,21459871,12814984053
2028.HK,JOLIMARK,映美控股,2026-08-24,2026-08-21,486.61,72065441,12285000,1.84,5.14,39166000,7020000,1353794376
1910.HK,SAMSONITE,新秀丽,2026-08-24,2026-08-21,436.74,92552437,17243315,12.67,-2.46,7304849,1327430,17279288848
6055.HK,CTIHK,中烟香港,2026-08-24,2026-08-21,434.9,216777141,40527001,25.18,6.24,8609100,1710000,17416502611
2828.HK,,,2026-08-24,2026-08-21,434.24,7491773970,1402311412,87.06,-2.18,86053000,15756308,
1478.HK,Q TECH,丘钛科技,2026-08-24,2026-08-21,407.49,101371619,19975040,6.18,-8.92,16403175,2944000,7384424475
2225.HK,JINHAI MED TECH,今海医疗科技,2026-08-24,2026-08-21,403.36,70579252,14021500,5.425,12.2,13010000,2900000,28698251008
0386.HK,SINOPEC CORP,中国石油化工股份,2026-08-24,2026-08-21,377.33,2031086263,425511585,4.665,5.9,435388270,96597404,563267144553
2583.HK,HIPINE,西普尼,2026-08-24,2026-08-21,344.1,119349500,26874210,72.5,18.76,1646200,440200,4264812500
2498.HK,ROBOSENSE,速腾聚创,2026-08-24,2026-08-21,311.62,295375412,71759790,17.9,-14.52,16501420,3426924,8269917677
2097.HK,MIXUE GROUP,蜜雪集团,2026-08-24,2026-08-21,300.7,348032155,86855633,250.8,7.82,1387688,373412,95208396198
0661.HK,CDAYENONFER,中国大冶有色金属,2026-08-24,2026-08-21,292.59,31953200,8139112,0.17,14.86,187960000,54994000,3042248582
6636.HK,EXTREME VISION,极视角,2026-08-24,2026-08-21,270.66,37108500,10011510,97.5,1.09,380600,103800,11009191342
3774.HK,FAMEGLOW,亮晴控股,2026-08-24,2026-08-21,250.94,25445000,7250430,17.5,25.27,1454000,519000,14331100000
1797.HK,EAST BUY,东方甄选,2026-08-24,2026-08-21,248.18,612645305,175957022,21.78,7.72,28128801,8702128,22939681571
6603.HK,IFBH,IFBH,2026-08-24,2026-08-21,242.16,61666370,18022804,5.09,1.39,12115200,3590200,1347720060
1415.HK,COWELL,高伟电子,2026-08-24,2026-08-21,238.83,81464098,24042920,22.98,-1.46,3545000,1031000,19759439930
2158.HK,YIDU TECH,医渡科技,2026-08-24,2026-08-21,238.63,86833712,25642319,3.875,-10.2,22408700,5942600,3951758266
0551.HK,YUE YUEN IND,裕元集团,2026-08-24,2026-08-21,208.23,53442778,17338498,13.99,0.87,3820070,1250072,22445982131
0981.HK,SMIC,中芯国际,2026-08-24,2026-08-21,204.39,8522168144,2799755628,66.75,-7.93,127672931,38617319,571433800166
0800.HK,WERIDE-W,文远知行－Ｗ,2026-08-24,2026-08-21,203.99,23910076,7865360,16.45,1.54,1453500,485516,16233985357
3996.HK,CH ENERGY ENG,中国能源建设,2026-08-24,2026-08-21,200.87,17880139,5942780,1.055,-1.4,16948000,5554000,46673391000
1258.HK,CHINFMINING,中国有色矿业,2026-08-24,2026-08-21,195.71,427193500,144462867,15.81,3.13,27020461,9423540,61691190797
6063.HK,LOTUS HORIZON,智中国际,2026-08-24,2026-08-21,194.95,16246999,5508480,1.055,-7.46,15400000,4832000,2109999895
0325.HK,BLOKS,布鲁可,2026-08-24,2026-08-21,193.27,150764888,51409092,74.85,-5.25,2014227,650748,18439270552
1318.HK,MAO GEPING,毛戈平,2026-08-24,2026-08-21,181.9,164208463,58249680,52.1,2.86,3151794,1150043,25538736742
1081.HK,DAJIN,大金重工,2026-08-24,2026-08-21,177.22,63156550,22782099,29.5,-10.01,2140900,695000,21832532545
1392.HK,HQVT,海清智元,2026-08-24,2026-08-21,166.32,28758079,10798179,24.8,18.89,1159600,517650,18752369135
2357.HK,AVICHINA,中航科工,2026-08-24,2026-08-21,166.2,36032492,13536080,2.89,-2.36,12467990,4573000,23041549595
1157.HK,ZOOMLION,中联重科,2026-08-24,2026-08-21,165.54,59131411,22268468,7.05,-1.05,8387434,3125399,60972175063
1508.HK,CHINA RE,中国再保险,2026-08-24,2026-08-21,163.7,31314016,11874828,1.21,-5.1,25879351,9313591,51400569403
1789.HK,AK MEDICAL,爱康医疗,2026-08-24,2026-08-21,162.9,26446099,10059216,5.89,-0.34,4490000,1702067,6310679801
2431.HK,MINIEYE,佑驾创新,2026-08-24,2026-08-21,156.7,41225185,16059693,3.38,-7.78,12196800,4381908,1469910024
1377.HK,DTECH,鼎泰高科,2026-08-24,2026-08-21,155.44,53626800,20993500,348.0,0.29,154100,60500,147567637032
1913.HK,PRADA,普拉达,2026-08-24,2026-08-21,149.34,58675812,23532133,40.78,-0.78,1438838,572558,104348839596
2701.HK,NSING TECH,国民技术,2026-08-24,2026-08-21,147.94,31518359,12712034,8.7,-1.64,3622800,1437200,5899702160
2005.HK,SSY GROUP,石四药集团,2026-08-24,2026-08-21,139.99,15312579,6380550,2.465,-0.4,6212000,2578000,7127407695
2422.HK,REGO INTERACT,润歌互动,2026-08-24,2026-08-21,137.7,29802021,12537720,1.955,14.33,15244000,7332000,3245300071
0670.HK,CHINA EAST AIR,中国东方航空股份,2026-08-24,2026-08-21,136.12,36353455,15396250,2.8,-0.88,12983377,5450000,61845661622
0300.HK,MIDEA GROUP,美的集团,2026-08-24,2026-08-21,134.97,395375354,168265593,98.35,1.5,4020085,1736487,750292280707
2696.HK,HENLIUS,复宏汉霖,2026-08-24,2026-08-21,134.9,66075942,28129361,65.5,-4.52,1008793,410049,35710704996
9988.HK,BABA-W,阿里巴巴－Ｗ,2026-08-24,2026-08-21,125.94,40822015050,18067536420,112.5,-8.54,362862356,146890540,2157186253275
2727.HK,SH ELECTRIC,上海电气,2026-08-24,2026-08-21,124.7,87256361,38833043,2.955,-3.75,29528380,12649200,45921058248
6613.HK,LENS,蓝思科技,2026-08-24,2026-08-21,123.7,705253281,315263173,24.18,5.31,29166802,13730975,127639955847
6699.HK,ANGELALIGN,时代天使,2026-08-24,2026-08-21,121.63,47584571,21470580,88.1,-3.08,540120,236200,15124711105
9971.HK,BASICSEMI,基本半导体,2026-08-24,2026-08-21,120.09,38546752,17514419,72.05,10.08,535000,267600,21924075614
6862.HK,HAIDILAO,海底捞,2026-08-24,2026-08-21,119.65,319175134,145312089,11.21,-2.35,28472358,12657848,60707512397
0285.HK,BYD ELECTRONIC,比亚迪电子,2026-08-24,2026-08-21,117.8,345850148,158790856,23.18,-1.7,14920196,6734133,52064795715
1651.HK,TSUGAMI CHINA,津上机床中国,2026-08-24,2026-08-21,114.95,140006500,65134576,50.0,-4.4,2800130,1245403,18430700000
0600.HK,AXERA,爱芯元智,2026-08-24,2026-08-21,114.83,19326790,8996460,14.9,5.0,1297100,634000,8757630942
2016.HK,CZBANK,浙商银行,2026-08-24,2026-08-21,113.27,15589418,7309715,2.335,2.19,6676410,3199000,64129926021
1698.HK,TME-SW,腾讯音乐－ＳＷ,2026-08-24,2026-08-21,111.54,79995293,37816108,33.78,-2.14,2368126,1095484,110614217815
7618.HK,JD INDUSTRIALS,京东工业,2026-08-24,2026-08-21,110.2,119533336,56867167,13.94,5.05,8574845,4285393,37825096258
2672.HK,BAIGE DIGITAL,白鸽在线,2026-08-24,2026-08-21,110.2,29354780,13965345,63.5,0.08,462280,220100,20359410132
6198.HK,QINGDAO PORT,青岛港,2026-08-24,2026-08-21,110.11,19025113,9054960,7.02,0.86,2710130,1301000,45567521876
2423.HK,BEKE-W,贝壳－Ｗ,2026-08-24,2026-08-21,106.78,803029639,388345032,47.0,3.57,17085737,8557625,155576983777
3833.HK,XINXIN MINING,新疆新鑫矿业,2026-08-24,2026-08-21,101.23,15776911,7840350,2.13,6.77,7407000,3930000,4707300252
2676.HK,NOVOSENSE,纳芯微,2026-08-24,2026-08-21,101.0,36570000,18193999,159.0,-3.87,230000,110000,25997334273
2099.HK,CHINAGOLDINTL,中国黄金国际,2026-08-24,2026-08-21,96.72,1104924071,561673459,251.6,-3.53,4391590,2153656,99737702674
9981.HK,WOER,沃尔核材,2026-08-24,2026-08-21,95.56,24471562,12513856,9.655,-3.83,2534600,1246400,13515912106
2589.HK,AUNTEA JENNY,沪上阿姨,2026-08-24,2026-08-21,95.17,21566116,11049925,81.4,-0.37,264940,135250,8563525988
2865.HK,DRINDA,钧达股份,2026-08-24,2026-08-21,94.43,77669550,39947051,15.75,-5.18,4931400,2405000,4902440319
