Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
0419.HK,,弘毅文化集团,2026-08-07,2026-08-06,2241.36,153360730,6550065,0.64,42.22,239626146,14555701,1089378791
2565.HK,,派格生物医药-B,2026-08-07,2026-08-06,1247.83,426085301,31612771,6.575,23.59,64803850,5942250,2571426748
2315.HK,,百奥赛图-B,2026-08-07,2026-08-06,1164.91,214661803,16970525,61.8,11.25,3473492,305500,27406820293
2343.HK,,太平洋航运,2026-08-07,2026-08-06,1101.71,383964866,31951451,3.8,13.77,101043387,9566303,19582573205
0679.HK,,亚洲联网科技,2026-08-07,2026-08-06,765.13,40067505,4631400,5.21,56.93,7690500,1395000,1973201028
1799.HK,,新特能源,2026-08-07,2026-08-06,588.73,31657453,4596480,4.53,13.53,6988400,1152000,6477900300
2797.HK,,齐云山食品,2026-08-07,2026-08-06,539.1,50453550,7894425,99.75,45.94,505800,115500,9975000000
9688.HK,,再鼎医药,2026-08-07,2026-08-06,496.74,493344182,82673054,17.2,18.38,28682800,5689818,19309792072
3759.HK,,康龙化成,2026-08-07,2026-08-06,425.83,511742802,97321696,27.48,12.07,18622373,3969074,50488553256
0975.HK,,MONGOL MINING,2026-08-07,2026-08-06,399.78,95807229,19170004,8.705,16.85,11006000,2573155,8905530791
0013.HK,HUTCHMED,和黄医药,2026-08-07,2026-08-06,365.96,211808957,45456825,19.48,5.53,10873150,2462450,16929499545
2142.HK,,和铂医药-B,2026-08-07,2026-08-06,364.91,135584878,29163792,14.19,11.47,9554960,2290950,11852329996
1873.HK,,维亚生物,2026-08-07,2026-08-06,326.62,15426001,3615900,1.44,12.94,10712500,2836000,2971811426
2197.HK,,三叶草生物-B,2026-08-07,2026-08-06,298.28,34104001,8562750,2.4,14.29,14210000,4077500,3114807848
3347.HK,,泰格医药,2026-08-07,2026-08-06,280.57,132140442,34721701,41.22,9.34,3205736,921000,35491494832
2696.HK,,复宏汉霖,2026-08-07,2026-08-06,239.06,39885193,11763376,66.95,8.07,595746,189885,36501245657
1361.HK,,,2026-08-07,2026-08-06,238.13,21649881,6402840,4.63,1.09,4676000,1398000,10036367908
6127.HK,,昭衍新药,2026-08-07,2026-08-06,228.38,379484435,115561561,27.5,12.15,13799434,4712951,20607076050
6871.HK,,翼菲科技,2026-08-07,2026-08-06,225.82,36126718,11088000,33.6,16.67,1075200,385000,8230452951
1877.HK,,君实生物,2026-08-07,2026-08-06,185.42,65164494,22830752,19.48,7.27,3345200,1257200,19984025050
0087.HK,SWIRE PACIFIC B,太古股份公司Ｂ,2026-08-07,2026-08-06,176.98,31062773,11214751,15.28,3.52,2032904,759807,55434624271
3696.HK,,英矽智能,2026-08-07,2026-08-06,174.0,917243860,334759715,45.44,10.88,20185825,8168856,26304781980
0656.HK,,复星国际,2026-08-07,2026-08-06,173.58,110839543,40515096,5.09,7.38,21775941,8547489,41365524171
2268.HK,,药明合联,2026-08-07,2026-08-06,164.71,627118557,236911680,61.95,11.82,10122979,4276384,78451257332
0300.HK,,,2026-08-07,2026-08-06,163.13,632837762,240504908,95.7,-1.85,6612725,2466717,730007826443
6185.HK,,康希诺生物,2026-08-07,2026-08-06,158.9,37181251,14361200,24.74,7.57,1502880,624400,6111863580
6821.HK,,凯莱英,2026-08-07,2026-08-06,156.83,318753951,124112158,118.8,8.89,2683114,1137600,42860780337
3396.HK,,联想控股,2026-08-07,2026-08-06,152.8,191098700,75592677,15.85,6.52,12056700,5080153,37346260663
2628.HK,,,2026-08-07,2026-08-06,140.5,2292736950,953315915,28.8,-0.83,79608924,32827682,814023482435
3800.HK,,协鑫科技,2026-08-07,2026-08-06,138.48,370322440,155287244,0.73,8.96,507291000,231772000,23099684855
