Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
2156.HK,C&D PROPERTY,建发物业,2026-07-15,2026-07-14,2518.01,24188839,923940,2.57,-1.53,9412000,354000,3619238427
1087.HK,INVESTECH HLDGS,威讯控股,2026-07-15,2026-07-14,1513.51,95321774,5907720,1.83,0.55,52088400,3246000,438954058
2490.HK,LC LOGISTICS,乐舱物流,2026-07-15,2026-07-14,1212.02,30585554,2331186,4.41,5.5,6935500,557700,2710791238
6938.HK,RIBOLIFE-B,瑞博生物－Ｂ,2026-07-15,2026-07-14,1198.34,72729176,5601703,49.78,-0.04,1461012,112484,8479868971
0326.HK,CHINA STAR ENT,中国星集团,2026-07-15,2026-07-14,908.44,101061603,10021572,6.8,3.03,14862000,1518420,16516562290
6127.HK,JOINN,昭衍新药,2026-07-15,2026-07-14,806.46,1725518415,190358657,27.48,23.78,62791792,8574714,20592088742
2586.HK,DMALL,多点数智,2026-07-15,2026-07-14,679.08,40215316,5161904,6.01,8.09,6691400,928400,5205091782
1417.HK,RIVERINE CHINA,浦江中国,2026-07-15,2026-07-14,669.82,35123398,4562520,4.74,22.8,7410000,1182000,1919699907
2595.HK,GENFLEET-B,劲方医药－Ｂ,2026-07-15,2026-07-14,569.64,299392389,44709313,42.4,10.36,7061141,1163699,15703545677
2589.HK,AUNTEA JENNY,沪上阿姨,2026-07-15,2026-07-14,545.36,45712984,7083369,89.85,7.54,508770,84780,9452491186
1873.HK,VIVA BIOTECH,维亚生物,2026-07-15,2026-07-14,420.2,28482123,5475200,1.37,16.1,20789871,4640000,2842434023
1880.HK,CTG DUTY-FREE,中国中免,2026-07-15,2026-07-14,386.3,152661806,31392741,50.55,5.44,3020016,654834,105032618768
1384.HK,DEEPEXI TECH,滴普科技,2026-07-15,2026-07-14,383.2,392754744,81282857,37.32,12.82,10523975,2457160,12486301577
2696.HK,HENLIUS,复宏汉霖,2026-07-15,2026-07-14,368.29,175253777,37424220,63.5,5.83,2759902,623737,34620301790
1877.HK,JUNSHI BIO,君实生物,2026-07-15,2026-07-14,319.02,161116121,38450734,20.38,6.09,7905600,2001600,20907311259
3669.HK,YONGDA AUTO,永达汽车,2026-07-15,2026-07-14,293.93,20794713,5278800,1.03,24.1,20189042,6360000,1884484871
2565.HK,PEGBIO CO-B,派格生物医药－Ｂ,2026-07-15,2026-07-14,283.36,631141375,164632120,6.92,12.52,91205400,26769450,2706353431
2315.HK,BIOCYTOGEN-B,百奥赛图－Ｂ,2026-07-15,2026-07-14,278.49,278077660,73471199,58.85,11.46,4725194,1391500,26098565572
0695.HK,DONGWU CEMENT,东吴水泥,2026-07-15,2026-07-14,278.04,28980000,7665920,9.0,6.13,3220000,904000,4968000000
1999.HK,MAN WAH HLDGS,敏华控股,2026-07-15,2026-07-14,255.84,22626865,6358680,3.16,3.27,7160400,2078000,12146886121
2477.HK,WELLCELL HOLD,经纬天地,2026-07-15,2026-07-14,246.16,331313715,95709944,0.238,-4.03,1392074400,385927200,952000021
2638.HK,HKELECTRIC-SS,港灯－ＳＳ,2026-07-15,2026-07-14,242.75,54605238,15931362,6.33,0.16,8626420,2520785,55933145325
1801.HK,INNOVENT BIO,信达生物,2026-07-15,2026-07-14,221.19,3808199224,1185655972,97.05,7.77,39239558,13166640,168956370699
2617.HK,TRANSTHERA-B,药捷安康－Ｂ,2026-07-15,2026-07-14,220.17,189142928,59076523,10.65,4.51,17759900,5797500,4344333285
0165.HK,CHINA EB LTD,中国光大控股,2026-07-15,2026-07-14,213.25,47842702,15273120,5.89,4.43,8122700,2708000,9926144138
0338.HK,SHANGHAI PECHEM,上海石油化工股份,2026-07-15,2026-07-14,192.86,66466245,22695209,1.09,-3.54,60978205,20084256,11491453426
1333.HK,BRETON,博雷顿,2026-07-15,2026-07-14,192.62,34972106,11951268,14.83,-3.26,2358200,779600,5767994436
1276.HK,HENGRUI PHARMA,恒瑞医药,2026-07-15,2026-07-14,192.61,413899536,141452997,58.45,0.26,7081258,2426295,387944337699
1186.HK,CHINA RAIL CONS,中国铁建,2026-07-15,2026-07-14,192.31,70926721,24264211,4.92,3.36,14416000,5097523,66811345216
6066.HK,CSC,中信建投证券,2026-07-15,2026-07-14,191.06,233896090,80361348,12.3,5.58,19015942,6897970,95407347482
2273.HK,GUSHENGTANG,固生堂,2026-07-15,2026-07-14,189.49,64991089,22450233,31.52,5.35,2061900,750342,6691603144
2256.HK,ABBISKO-B,和誉－Ｂ,2026-07-15,2026-07-14,188.69,28035300,9711260,11.3,6.0,2481000,911000,8112285391
6178.HK,EB SECURITIES,光大证券,2026-07-15,2026-07-14,182.58,29329736,10379100,7.46,2.9,3931600,1431600,34396475962
9926.HK,AKESO,康方生物,2026-07-15,2026-07-14,175.69,1880445132,682094756,103.5,7.98,18168552,7116273,95338318716
9678.HK,UNISOUND,云知声,2026-07-15,2026-07-14,172.78,188598088,69140228,72.05,11.36,2617600,1068628,5185265295
2233.HK,WESTCHINACEMENT,西部水泥,2026-07-15,2026-07-14,172.23,92875378,34116940,1.67,10.6,55614000,22594000,9122429574
2723.HK,DEEPZERO,深演智能,2026-07-15,2026-07-14,172.03,61234796,22510000,553.0,10.6,110732,45020,50145583775
3908.HK,CICC,中金公司,2026-07-15,2026-07-14,165.55,568503904,214082107,22.22,5.21,25585235,10136463,107261644292
0081.HK,CH OVS G OCEANS,中国海外宏洋集团,2026-07-15,2026-07-14,164.63,26887649,10160640,2.37,5.8,11345000,4536000,8435717707
2343.HK,PACIFIC BASIN,太平洋航运,2026-07-15,2026-07-14,160.09,65451949,25165440,3.22,5.23,20326692,8224000,16593654493
1209.HK,CHINA RES MIXC,华润万象生活,2026-07-15,2026-07-14,160.02,289198371,111222203,38.44,0.95,7523371,2920751,87739296865
