Ticker,Name,Name_ZH,Date_Today,Date_Prev,Turnover_Pct_Change,Turnover_Today,Turnover_Prev,Close_Today,Price_Pct_Change,Volume_Today,Volume_Prev,Market_Cap
2585.HK,MOKINGRAN,梦金园,2026-06-25,2026-06-24,8813.87,162079743,1818288,13.99,12.64,11585400,146400,3780448611
2291.HK,SCIENTECH,心泰医疗,2026-06-25,2026-06-24,1917.88,359127687,17797319,11.31,20.06,31753110,1889312,3921742611
0178.HK,SA SA INT'L,莎莎国际,2026-06-25,2026-06-24,1604.28,28602320,1678260,0.94,13.25,30428000,2022000,2916998083
9993.HK,RADIANCE HLDGS,金辉控股,2026-06-25,2026-06-24,1046.41,322792807,28156799,1.1,4.76,293448000,26816000,4449749796
1780.HK,RONGZUN INT'L H,荣尊国际控股,2026-06-25,2026-06-24,975.64,98669088,9173099,2.91,-2.35,33906902,3078221,1804200053
2431.HK,MINIEYE,佑驾创新,2026-06-25,2026-06-24,763.31,171133207,19822846,10.34,15.14,16550600,2207444,4264350482
6666.HK,EVERG SERVICES,恒大物业,2026-06-25,2026-06-24,707.06,150385944,18633788,0.78,-23.53,192802500,18268420,8432432270
0595.HK,AV CONCEPT HOLD,AV CONCEPT HOLD,2026-06-25,2026-06-24,685.2,16709220,2128020,0.99,13.79,16878000,2446000,889021297
1691.HK,JS GLOBAL LIFE,ＪＳ环球生活,2026-06-25,2026-06-24,532.27,15219468,2407125,1.31,0.0,11617915,1837500,4551688829
2665.HK,SEYOND,图达通,2026-06-25,2026-06-24,501.33,110600247,18392605,3.1,2.99,35677500,6110500,4043105829
1141.HK,CMBC CAPITAL,民银资本,2026-06-25,2026-06-24,351.31,158341670,35085172,3.25,-1.81,48720514,10599750,3565148252
0182.HK,CONCORD NE,协合新能源,2026-06-25,2026-06-24,346.47,37264050,8346300,0.405,-5.81,92010000,19410000,3161105668
2698.HK,SOFTCARE,乐舒适,2026-06-25,2026-06-24,299.94,32975625,8245198,24.46,-5.92,1348145,317123,15184138809
9636.HK,JF SMARTINVEST,九方智投控股,2026-06-25,2026-06-24,297.17,273142316,68771478,29.96,11.79,9116900,2566100,13901775127
6938.HK,RIBOLIFE-B,瑞博生物－Ｂ,2026-06-25,2026-06-24,286.67,16924800,4377067,48.0,-1.64,352600,89694,8186635680
0081.HK,CH OVS G OCEANS,中国海外宏洋集团,2026-06-25,2026-06-24,284.77,37624500,9778500,2.25,0.0,16722000,4346000,8008593147
0301.HK,SANVO CHEMICALS,三和精化,2026-06-25,2026-06-24,269.79,51305471,13874278,3.84,2.67,13360800,3709700,1806565361
2493.HK,MABWELL-B,迈威生物－Ｂ,2026-06-25,2026-06-24,269.25,29906696,8099392,22.84,-8.86,1309400,323200,
2701.HK,NSING TECH,国民技术,2026-06-25,2026-06-24,263.72,516853797,142102736,12.88,11.32,40128400,12282000,8734271973
2255.HK,HAICHANG HLDG,海昌海洋公园,2026-06-25,2026-06-24,257.03,39173370,10971920,0.345,2.99,113546000,32752000,4558830674
9936.HK,XIMEI RESOURCES,稀美资源,2026-06-25,2026-06-24,252.05,83548803,23732026,19.2,17.43,4351500,1451500,7950720315
2526.HK,DIAGENS-B,德适－Ｂ,2026-06-25,2026-06-24,248.17,23730810,6815820,310.0,2.11,76551,22450,27552552000
9961.HK,TRIP.COM-S,携程集团－Ｓ,2026-06-25,2026-06-24,247.75,3128568345,899672275,315.0,-10.92,9931963,2544322,198357144930
0883.HK,CNOOC,中国海洋石油,2026-06-25,2026-06-24,236.26,3086470035,917889097,21.22,-2.75,145450996,42066412,1008585590904
1951.HK,JXR,锦欣生殖,2026-06-25,2026-06-24,232.48,57702900,17355485,2.08,2.46,27741780,8549500,5327764538
2553.HK,SHOUGANG LANZA,首钢朗泽,2026-06-25,2026-06-24,225.8,94632249,29046000,52.55,11.81,1800804,618000,21019999694
0805.HK,NEW GONOW RV,新吉奥房车,2026-06-25,2026-06-24,225.55,45129253,13862340,4.76,23.0,9480935,3582000,4569600219
1773.HK,TIANLI INT HLDG,天立国际控股,2026-06-25,2026-06-24,225.0,22164052,6819808,1.1,0.92,20149138,6256704,2235178048
9985.HK,WL DELICIOUS,卫龙美味,2026-06-25,2026-06-24,222.85,29233000,9054672,7.13,-1.79,4100000,1247200,17334068249
0669.HK,TECHTRONIC IND,创科实业,2026-06-25,2026-06-24,207.04,1364305276,444343866,128.4,5.85,10625431,3663181,234759029865
2233.HK,WESTCHINACEMENT,西部水泥,2026-06-25,2026-06-24,202.64,125059396,41322999,1.42,-8.39,88070000,26660000,7756796369
0323.HK,MAANSHAN IRON,马鞍山钢铁股份,2026-06-25,2026-06-24,201.73,18150000,6015340,1.65,-1.2,11000000,3602000,12706123773
1618.HK,MCC,中国中冶,2026-06-25,2026-06-24,200.2,26472211,8818297,1.35,-1.46,19609045,6436713,27933686372
0866.HK,CHINA QINFA,中国秦发,2026-06-25,2026-06-24,199.76,31385199,10470000,1.4,-6.67,22418000,6980000,3678379516
0345.HK,VITASOY INT'L,VITASOY INT'L,2026-06-25,2026-06-24,197.44,58437349,19646900,6.85,7.87,8531000,3094000,6972142862
1310.HK,HKBN,香港宽频,2026-06-25,2026-06-24,195.15,20339044,6891200,5.99,1.53,3395500,1168000,8858739853
1757.HK,GLOBAL CHI BC,环球华商俱乐部,2026-06-25,2026-06-24,177.47,15717600,5664690,16.65,-0.36,944000,339000,19979999542
1081.HK,DAJIN,大金重工,2026-06-25,2026-06-24,176.9,94428802,34101767,64.15,-0.62,1472000,528300,47327301854
1117.HK,CH MODERN D,现代牧业,2026-06-25,2026-06-24,174.68,50848071,18511420,0.91,-3.19,55877000,19693000,7112145654
1579.HK,YIHAI INTL,颐海国际,2026-06-25,2026-06-24,172.38,55639624,20427441,13.26,-0.08,4196050,1539370,12863950542
1258.HK,CHINFMINING,中国有色矿业,2026-06-25,2026-06-24,171.9,336231848,123661452,11.55,-10.12,29110982,9623459,45068516544
3633.HK,ZHONGYU ENERGY,中裕能源,2026-06-25,2026-06-24,168.32,26254800,9784800,2.7,0.0,9724000,3624000,7305134052
2692.HK,ZHAOWEI,兆威机电,2026-06-25,2026-06-24,166.89,56236679,21071159,51.05,-9.0,1101600,375600,13659154758
2899.HK,ZIJIN MINING,紫金矿业,2026-06-25,2026-06-24,166.79,3387058515,1269558572,28.04,-4.76,120793809,43123592,745603662345
2245.HK,LYGEND RESOURCE,力勤资源,2026-06-25,2026-06-24,166.65,88456157,33173177,11.23,-13.75,7876773,2547863,17473108348
9901.HK,NEW ORIENTAL-S,新东方－Ｓ,2026-06-25,2026-06-24,166.47,173611961,65153580,34.88,0.29,4977407,1873306,55510038358
0467.HK,UNITEDENERGY GP,联合能源集团,2026-06-25,2026-06-24,166.08,23160280,8704354,0.345,-4.17,67131247,24178760,8868938408
0317.HK,COMEC,中船防务,2026-06-25,2026-06-24,163.98,47705762,18071780,12.27,-4.81,3888000,1402000,17343723905
0999.HK,XIAOCAIYUAN,小菜园,2026-06-25,2026-06-24,163.49,16972360,6441408,6.55,2.99,2591200,1012800,7669224923
2419.HK,DEKON AGR,德康农牧,2026-06-25,2026-06-24,157.68,112036386,43478938,39.34,-8.55,2847900,1010668,15159941921
1060.HK,DAMAI ENT,大麦娱乐,2026-06-25,2026-06-24,148.13,139931020,56393179,0.475,-4.04,294591625,113925614,14062753392
1021.HK,HUAYAN ROBOTICS,华沿机器人,2026-06-25,2026-06-24,145.0,43006311,17553800,18.14,-8.15,2370800,888800,9860859769
0016.HK,SHK PPT,新鸿基地产,2026-06-25,2026-06-24,142.92,1815382909,747324156,116.9,2.81,15529366,6572772,338750518452
6955.HK,BOAN BIOTECH,博安生物,2026-06-25,2026-06-24,140.26,44692559,18601480,4.56,-0.87,9801000,4043800,2837841609
2648.HK,ANJOY FOOD,安井食品,2026-06-25,2026-06-24,137.81,28132247,11829795,67.45,-1.68,417083,172446,22480337446
2382.HK,SUNNY OPTICAL,舜宇光学科技,2026-06-25,2026-06-24,137.5,3500710135,1473965506,67.0,-11.73,52249405,19419835,71969711600
2057.HK,ZTO EXPRESS-W,中通快递－Ｗ,2026-06-25,2026-06-24,136.45,223132247,94366786,169.7,-0.82,1314863,551530,129304836054
1989.HK,DELTON,广合科技,2026-06-25,2026-06-24,133.88,396652304,169593466,189.5,11.08,2093152,994100,89551022778
0780.HK,TONGCHENGTRAVEL,同程旅行,2026-06-25,2026-06-24,133.58,287273116,122988697,12.72,-2.68,22584364,9410000,29945578057
3336.HK,JU TENG INTL,巨腾国际,2026-06-25,2026-06-24,132.28,16641501,7164480,4.01,-1.72,4150000,1756000,3391107504
2410.HK,TYK MEDICINES-B,同源康医药－Ｂ,2026-06-25,2026-06-24,129.98,33973501,14772600,5.8,0.0,5857500,2547000,2231108217
6178.HK,EB SECURITIES,光大证券,2026-06-25,2026-06-24,129.35,32175179,14029064,7.74,2.11,4157000,1850800,35687495270
3323.HK,CNBM,中国建材,2026-06-25,2026-06-24,128.31,1657153593,725829827,6.07,14.53,273007174,136949019,46089640946
0392.HK,BEIJING ENT,北京控股,2026-06-25,2026-06-24,125.56,63883536,28321586,27.66,0.44,2309600,1028380,34796370200
0817.HK,CHINA JINMAO,中国金茂,2026-06-25,2026-06-24,122.94,140703298,63111633,1.27,-3.05,110790000,48176821,17160832004
6806.HK,SWHY,申万宏源,2026-06-25,2026-06-24,122.89,46255887,20752816,2.57,1.18,17998400,8170400,64352655847
1511.HK,UISEE TECH,驭势科技,2026-06-25,2026-06-24,122.27,38676300,17400320,94.0,-3.19,411450,179200,15273591880
3988.HK,BANK OF CHINA,中国银行,2026-06-25,2026-06-24,121.58,2884600954,1301843247,4.99,-5.31,578076370,247029080,1607839861203
2451.HK,LUYUAN GP HLDG,绿源集团控股,2026-06-25,2026-06-24,121.2,31752328,14354374,11.5,19.17,2761072,1487500,4716955000
9896.HK,MNSO,名创优品,2026-06-25,2026-06-24,120.55,73666802,33401830,22.32,1.36,3300484,1516886,27046002615
1055.HK,CHINA SOUTH AIR,中国南方航空股份,2026-06-25,2026-06-24,120.46,141410510,64143797,3.64,4.9,38849040,18485244,65960328595
0308.HK,CHINA TRAVEL HK,香港中旅,2026-06-25,2026-06-24,120.3,21058920,9559249,1.02,-2.86,20646000,9104047,5647366277
1109.HK,CHINA RES LAND,华润置地,2026-06-25,2026-06-24,118.93,1167516525,533288404,30.24,-1.82,38608351,17314559,215639611236
9890.HK,TANWAN,贪玩,2026-06-25,2026-06-24,118.46,18097100,8284032,10.3,-5.33,1757000,761400,5368763014
7630.HK,IMPACT THERAP-B,英派药业－Ｂ,2026-06-25,2026-06-24,116.2,20612652,9534264,36.98,2.55,557400,264400,10212586380
2595.HK,GENFLEET-B,劲方医药－Ｂ,2026-06-25,2026-06-24,112.2,45274383,21336122,25.5,-7.27,1775466,775859,9444349065
0179.HK,JOHNSON ELEC H,德昌电机控股,2026-06-25,2026-06-24,111.28,302009155,142943660,24.1,4.69,12531500,6209542,22334025472
2099.HK,CHINAGOLDINTL,中国黄金国际,2026-06-25,2026-06-24,110.79,508613287,241288672,118.2,-8.3,4302989,1871906,46856104394
2570.HK,REFIRE,重塑能源,2026-06-25,2026-06-24,110.3,32318529,15367865,23.2,5.94,1393040,701729,2162602942
3993.HK,CMOC,洛阳钼业,2026-06-25,2026-06-24,109.99,1901720652,905612400,15.5,-7.52,122691655,54034152,331611807728
1385.HK,SHANGHAI FUDAN,上海复旦,2026-06-25,2026-06-24,109.35,242079604,115631502,28.24,0.5,8572224,4115000,48180838237
0874.HK,BAIYUNSHAN PH,白云山,2026-06-25,2026-06-24,108.91,18103920,8665840,14.46,-0.55,1252000,596000,23508937184
3330.HK,LINGBAO GOLD,灵宝黄金,2026-06-25,2026-06-24,107.72,276136863,132937060,12.08,-6.14,22859012,10329220,16643788053
